wyscout_team,wyscout_competition,opta_contestant_id,opta_team,opta_country,opta_league,match_method,match_score,rating,rank,review_status,notes
IFK Göteborg,Sweden. Allsvenskan,evf5hhqgnjhwjsth1m6pawxdp,IFK Göteborg,Sweden,Allsvenskan,exact_name,100,77.5204364023,527,auto_confirmed,""
IFK Norrköping,Sweden. Allsvenskan,7hlumphk42363z3i2nry2wrzj,Norrköping,Sweden,Superettan,exact_name,100,73.2472433615,975,auto_confirmed,""
Kalmar,Sweden. Allsvenskan,bqtquhot4yruw677rkc607lk6,Kalmar,Sweden,Allsvenskan,exact_name,100,74.0743009608,875,auto_confirmed,""
Malmö FF,Sweden. Allsvenskan,93ohqui2qgqm8408viwmm1ken,Malmö FF,Sweden,Allsvenskan,exact_name,100,77.7452421977,506,auto_confirmed,""
Mjällby,Sweden. Allsvenskan,spvvjmk37iid7hsky9g3nce7,Mjällby,Sweden,Allsvenskan,exact_name,100,76.1529659393,646,auto_confirmed,""
Sirius,Sweden. Allsvenskan,4jg5vd59i24chckyua90dr1lg,Sirius,Sweden,Allsvenskan,exact_name,100,81.2558570419,265,auto_confirmed,""
Varbergs,Sweden. Allsvenskan,4mo3tith28qu9za01e8siplsn,Varberg,Sweden,Superettan,fuzzy_country,93.33,69.60291303,1485,needs_review,""
Värnamo,Sweden. Allsvenskan,durq4oppf7c08tnbzrlebt0uz,Värnamo,Sweden,Superettan,exact_name,100,66.5118122776,2110,auto_confirmed,""
Västerås SK,Sweden. Allsvenskan,auq9e9zc85fm9nspagrjetg0,Västerås,Sweden,Allsvenskan,exact_name,100,76.8584558112,585,auto_confirmed,""
Örgryte,Sweden. Allsvenskan,dwh59i70ej2t39052zb719qp3,Örgryte,Sweden,Allsvenskan,exact_name,100,72.1339671044,1122,auto_confirmed,""
Öster,Sweden. Allsvenskan,cfvya7igkhkas7wvsktwz6j8k,Öster,Sweden,Superettan,exact_name,100,67.5212072897,1879,auto_confirmed,""
Brage,Sweden. Superettan,cnjb9lg1xqd4c2lpl7lo6y47f,Brage,Sweden,Superettan,exact_name,100,64.5630869012,2578,auto_confirmed,""
Brommapojkarna,Sweden. Superettan,ac8jow4mdkvnsv5s0och4qqm,Brommapojkarna,Sweden,Allsvenskan,exact_name,100,74.954864609,771,auto_confirmed,""
Dalkurd,Sweden. Superettan,"","","","",unmapped,,,,unmapped,""
Degerfors,Sweden. Superettan,46yo78zak2j7kaxc5ak1fnm60,Degerfors,Sweden,Allsvenskan,exact_name,100,73.5315913813,942,auto_confirmed,""
Eskilstuna,Sweden. Superettan,5rzxuh0rkwwbxjewovuv9vm65,AFC Eskilstuna,Sweden,Ettan,exact_name,100,61.8405662936,3403,auto_confirmed,""
Falkenberg,Sweden. Superettan,6y1lmgb8k00h3jwjaqwcvimiv,Falkenberg,Sweden,Superettan,exact_name,100,70.2685456771,1369,auto_confirmed,""
GIF Sundsvall,Sweden. Superettan,8iufjq2rthftmjgizzh3fqszu,Sundsvall,Sweden,Superettan,exact_name,100,61.4809586387,3485,auto_confirmed,""
Gefle,Sweden. Superettan,3t6ywq8cf0m6lcqnfi7yngk52,Gefle,Sweden,Ettan,exact_name,100,57.9244894719,4634,auto_confirmed,""
Halmstad,Sweden. Superettan,6i936isoyj6d0uuxdj537uc97,Halmstad,Sweden,Allsvenskan,exact_name,100,71.4633373507,1211,auto_confirmed,""
Helsingborg,Sweden. Superettan,c5bb3fg49qwy2u1nju07rwm56,Helsingborg,Sweden,Superettan,exact_name,100,65.330176842,2390,auto_confirmed,""
IFK Norrköping,Sweden. Superettan,7hlumphk42363z3i2nry2wrzj,Norrköping,Sweden,Superettan,exact_name,100,73.2472433615,975,auto_confirmed,""
Jönköpings Södra,Sweden. Superettan,6gtz3qcxjp1pf7de9idzqo2pm,Jönköpings Södra,Sweden,Ettan,exact_name,100,61.2437604385,3552,auto_confirmed,""
Kalmar,Sweden. Superettan,bqtquhot4yruw677rkc607lk6,Kalmar,Sweden,Allsvenskan,exact_name,100,74.0743009608,875,auto_confirmed,""
Landskrona,Sweden. Superettan,9373s5s5zain5mme8s7q3xyqa,Landskrona,Sweden,Superettan,exact_name,100,68.9479261947,1590,auto_confirmed,""
Ljungskile,Sweden. Superettan,aq15dy00foztvzwm163ua46mt,Ljungskile,Sweden,Superettan,exact_name,100,64.5845163114,2572,auto_confirmed,""
Norrby,Sweden. Superettan,30tyv36pg7giu6l38zd1pxj3f,Norrby,Sweden,Superettan,exact_name,100,64.4085067831,2633,auto_confirmed,""
Oddevold,Sweden. Superettan,8vakq7ttvfp1wbfnape1mfvfj,Oddevold,Sweden,Superettan,exact_name,100,68.5833675546,1670,auto_confirmed,""
Sandviken,Sweden. Superettan,6gmmnqqkjtnd06ciw8plcoy3c,Sandviken,Sweden,Superettan,exact_name,100,67.5159459035,1881,auto_confirmed,""
Skövde AIK,Sweden. Superettan,8mysk9wciisb7l4xf9pmz6scz,Skövde AIK,Sweden,Ettan,exact_name,100,57.4187312473,4800,auto_confirmed,""
Trelleborg,Sweden. Superettan,efvy22gu2ezjlsy3t6p2lui18,Trelleborg,Sweden,Ettan,exact_name,100,63.9109521937,2793,auto_confirmed,""
Umeå,Sweden. Superettan,26tpvlnhoele55j2lwuptuxsy,Umeå,Sweden,Ettan,exact_name,100,59.8156661357,3998,auto_confirmed,""
United Nordic,Sweden. Superettan,"","","","",unmapped,,,,unmapped,""
Utsikten,Sweden. Superettan,9wl082n2qtflq6ukvibkcud19,Utsikten,Sweden,Ettan,exact_name,100,54.8935679398,5648,auto_confirmed,""
Varbergs,Sweden. Superettan,4mo3tith28qu9za01e8siplsn,Varberg,Sweden,Superettan,fuzzy_country,93.33,69.60291303,1485,needs_review,""
Värnamo,Sweden. Superettan,durq4oppf7c08tnbzrlebt0uz,Värnamo,Sweden,Superettan,exact_name,100,66.5118122776,2110,auto_confirmed,""
Västerås SK,Sweden. Superettan,auq9e9zc85fm9nspagrjetg0,Västerås,Sweden,Allsvenskan,exact_name,100,76.8584558112,585,auto_confirmed,""
Örebro,Sweden. Superettan,diu1jw4b0icrjmc8dd8rds0sw,Örebro,Sweden,Superettan,exact_name,100,63.8107925476,2832,auto_confirmed,""
Örgryte,Sweden. Superettan,dwh59i70ej2t39052zb719qp3,Örgryte,Sweden,Allsvenskan,exact_name,100,72.1339671044,1122,auto_confirmed,""
Öster,Sweden. Superettan,cfvya7igkhkas7wvsktwz6j8k,Öster,Sweden,Superettan,exact_name,100,67.5212072897,1879,auto_confirmed,""
Östersunds FK,Sweden. Superettan,d3wbkwvyosv0k9iwrs269xydo,Östersund,Sweden,Superettan,exact_name,100,68.4918668565,1688,auto_confirmed,""
Aarau,Switzerland. Challenge League,1fq3zowe5x1ush6qocmapudhr,Aarau,Switzerland,Challenge League,exact_name,100,71.7143237633,1178,auto_confirmed,""
Baden,Switzerland. Challenge League,e008vdbl1pheof52w0s2ciif,Baden,Switzerland,1. Liga Classic,exact_name,100,55.441798302,5453,auto_confirmed,""
Bellinzona,Switzerland. Challenge League,amon0usuflf63isepyms3tq9h,Bellinzona,Switzerland,1. Liga Promotion,exact_name,100,58.1159599457,4564,auto_confirmed,""
FC Schaffhausen,Switzerland. Challenge League,dq5oz9wt0um36ookq3ke0xzws,Schaffhausen,Switzerland,1. Liga Promotion,exact_name,100,60.875582198,3667,auto_confirmed,""
Kriens,Switzerland. Challenge League,1vgws1udwanpz7n6x1ymhlj9c,Kriens,Switzerland,Challenge League,exact_name,100,68.2411823589,1737,auto_confirmed,""
Lausanne Sport,Switzerland. Challenge League,96jxcq0onij7zd9rwwkal8q1l,Lausanne-Sport,Switzerland,Super League,exact_name,100,74.604989093,800,auto_confirmed,""
Neuchâtel Xamax,Switzerland. Challenge League,6298wfdiblmkqf747cilzuh8o,Xamax,Switzerland,Challenge League,fuzzy_country,88.24,67.5482155158,1869,needs_review,""
Rapperswil-Jona,Switzerland. Challenge League,59viwky8c7g3bq3japwgwn4z4,Rapperswil-Jona,Switzerland,Challenge League,exact_name,100,67.9129654039,1800,auto_confirmed,""
Sion,Switzerland. Challenge League,b9fc1umgats16gk6wr769wh8a,Sion,Switzerland,Super League,exact_name,100,82.1772006147,221,auto_confirmed,""
Stade Lausanne-Ouchy,Switzerland. Challenge League,dw7wscihb8j6cj5r2maemstci,Stade-Lausanne-Ouchy,Switzerland,Challenge League,exact_name,100,72.6367984309,1058,auto_confirmed,""
Stade Nyonnais,Switzerland. Challenge League,7ojn2md1nwcl4ehjymylxflut,Stade Nyonnais,Switzerland,Challenge League,exact_name,100,62.1191944854,3320,auto_confirmed,""
Thun,Switzerland. Challenge League,6u0uaryouca843tojxzgwulr2,Thun,Switzerland,Super League,exact_name,100,77.9085964095,491,auto_confirmed,""
Vaduz,Switzerland. Challenge League,9kxht4usspzkeyosl567vjrs2,Vaduz,Switzerland,Super League,exact_name,100,75.255412161,736,auto_confirmed,""
Wil,Switzerland. Challenge League,988hdd0jedgyvm4978w95vma9,Wil,Switzerland,Challenge League,exact_name,100,67.2886404526,1927,auto_confirmed,""
Winterthur,Switzerland. Challenge League,ag3mf21yz4g5ypnqr2j28crqb,Winterthur,Switzerland,Challenge League,exact_name,100,72.8271221969,1034,auto_confirmed,""
Yverdon Sport,Switzerland. Challenge League,1zamjwj53fwzcw97cs9awc3hr,Yverdon Sport,Switzerland,Challenge League,exact_name,100,72.3148882638,1094,auto_confirmed,""
Étoile Carouge,Switzerland. Challenge League,c3njr6p0pl0j0bsvazdc1jffw,Etoile Carouge,Switzerland,Challenge League,exact_name,100,67.3780925236,1910,auto_confirmed,""
Basel,Switzerland. Super League,5u18kvqiqhup2vd345dci1069,Basel,Switzerland,Super League,exact_name,100,78.6637830119,433,auto_confirmed,""
Grasshopper,Switzerland. Super League,9dqlf92t42brv71kvaet67tm4,Grasshoppers,Switzerland,Super League,fuzzy_country,95.65,74.3875555449,829,needs_review,""
Lausanne Sport,Switzerland. Super League,96jxcq0onij7zd9rwwkal8q1l,Lausanne-Sport,Switzerland,Super League,exact_name,100,74.604989093,800,auto_confirmed,""
Lugano,Switzerland. Super League,btqfm8txcvhi29sddmc9nr68,Lugano,Switzerland,Super League,exact_name,100,83.7688606763,142,auto_confirmed,""
Luzern,Switzerland. Super League,dk531bvjn5bmeonqs9hbbmfgr,Luzern,Switzerland,Super League,exact_name,100,79.0991935492,403,auto_confirmed,""
Servette,Switzerland. Super League,ccwv4ymbs3u0q8xaby4hqb0jz,Servette,Switzerland,Super League,exact_name,100,79.5271975198,364,auto_confirmed,""
Sion,Switzerland. Super League,b9fc1umgats16gk6wr769wh8a,Sion,Switzerland,Super League,exact_name,100,82.1772006147,221,auto_confirmed,""
St. Gallen,Switzerland. Super League,dty3ktxspuo8ayudnf0egkvx5,St.Gallen,Switzerland,Super League,exact_name,100,81.1000576738,275,auto_confirmed,""
Stade Lausanne-Ouchy,Switzerland. Super League,dw7wscihb8j6cj5r2maemstci,Stade-Lausanne-Ouchy,Switzerland,Challenge League,exact_name,100,72.6367984309,1058,auto_confirmed,""
Thun,Switzerland. Super League,6u0uaryouca843tojxzgwulr2,Thun,Switzerland,Super League,exact_name,100,77.9085964095,491,auto_confirmed,""
Vaduz,Switzerland. Super League,9kxht4usspzkeyosl567vjrs2,Vaduz,Switzerland,Super League,exact_name,100,75.255412161,736,auto_confirmed,""
Winterthur,Switzerland. Super League,ag3mf21yz4g5ypnqr2j28crqb,Winterthur,Switzerland,Challenge League,exact_name,100,72.8271221969,1034,auto_confirmed,""
Young Boys,Switzerland. Super League,5fd9f9bti2cdgb6r1lf8l2bc7,Young Boys,Switzerland,Super League,exact_name,100,82.3012274149,206,auto_confirmed,""
Yverdon Sport,Switzerland. Super League,1zamjwj53fwzcw97cs9awc3hr,Yverdon Sport,Switzerland,Challenge League,exact_name,100,72.3148882638,1094,auto_confirmed,""
Zürich,Switzerland. Super League,3sb3j9l7dbjcalwpirp3u2f9g,Zürich,Switzerland,Super League,exact_name,100,75.0422373427,765,auto_confirmed,""
AS Soliman,Tunisia. Ligue 1,15yc5clzoxt89y8iis8n09r6k,Soliman,Tunisia,Ligue 2,exact_name,100,60.7051454842,3722,auto_confirmed,""
Ben Guerdane,Tunisia. Ligue 1,aoawqe5s20x5bs6ad8lsgry09,Ben Guerdane,Tunisia,Ligue 1,exact_name,100,67.9764724333,1785,auto_confirmed,""
CA Bizertin,Tunisia. Ligue 1,5hmybs0j0a1p9lf1019ff6h06,Bizertin,Tunisia,Ligue 1,exact_name,100,66.7873151801,2039,auto_confirmed,""
CS Sfaxien,Tunisia. Ligue 1,1owjf2cxeccbbsfcus5g9nsqr,CS Sfaxien,Tunisia,Ligue 1,exact_name,100,74.0072024171,884,auto_confirmed,""
Chebba,Tunisia. Ligue 1,7s9ufaeo82ocija9hj82cixaz,Chebba,Tunisia,Ligue 2,exact_name,100,56.9604849717,4941,auto_confirmed,""
Club Africain,Tunisia. Ligue 1,9s0ojv8sdlnx3g7ugpyddejlz,Club Africain,Tunisia,Ligue 1,exact_name,100,75.8242763115,677,auto_confirmed,""
EGS Gafsa,Tunisia. Ligue 1,bror5wpux0xw3eg1jg7w1c6kp,EGS Gafsa,Tunisia,Ligue 2,exact_name,100,57.6102941624,4736,auto_confirmed,""
EO Sidi Bouzid,Tunisia. Ligue 1,5vpwvspj3vn02c9s674xmjvta,EO Sidi Bouzid,Tunisia,"",exact_name,100,51.338398377,7195,auto_confirmed,""
ES Tunis,Tunisia. Ligue 1,3s830ae09zdviu2cnqxixflq1,ES Tunis,Tunisia,Ligue 1,exact_name,100,78.3487202356,449,auto_confirmed,""
Etoile du Sahel,Tunisia. Ligue 1,8uspwtlw2da5l8x4ga4mtq8fo,Etoile du Sahel,Tunisia,Ligue 1,exact_name,100,69.3380337199,1520,auto_confirmed,""
Gabès,Tunisia. Ligue 1,b4sh4mqtzhx4qn6y81cmn0org,Gabès,Tunisia,Ligue 2,exact_name,100,59.6936284704,4035,auto_confirmed,""
Hammam-Lif,Tunisia. Ligue 1,4p804lc5owch1e04wgliwar6r,Hammam-Lif,Tunisia,Ligue 1,exact_name,100,64.2005394374,2703,auto_confirmed,""
Hammam-Sousse,Tunisia. Ligue 1,8pt9j7kc2alosuw96k253gkkh,Hammam-Sousse,Tunisia,Ligue 1,exact_name,100,64.4025676279,2637,auto_confirmed,""
Jeunesse Sportive Omrane,Tunisia. Ligue 1,64yzt1whjqx5l3lhqi6yyhkv,JS Omrane,Tunisia,Ligue 1,exact_name,100,67.0599385197,1981,auto_confirmed,""
Kairouan,Tunisia. Ligue 1,3wol9j7h9eo6h66b0rdf0srnb,Kairouan,Tunisia,Ligue 2,exact_name,100,60.6184534525,3745,auto_confirmed,""
Marsa,Tunisia. Ligue 1,cbkl7ahrcwzkn5a23dbs99msw,Marsa,Tunisia,Ligue 1,exact_name,100,65.5889973578,2327,auto_confirmed,""
Monastir,Tunisia. Ligue 1,d9agxbf1cgeg20ktaa1j5arj4,Monastir,Tunisia,Ligue 1,exact_name,100,72.7750281568,1041,auto_confirmed,""
Métlaoui,Tunisia. Ligue 1,5gn5kjewqnr9t45abrezl7gjd,Métlaoui,Tunisia,Ligue 1,exact_name,100,67.3886494905,1908,auto_confirmed,""
Olympique Béja,Tunisia. Ligue 1,1p5jtz8tz3vfj55our9bsuzz0,Olympique Béja,Tunisia,Ligue 1,exact_name,100,64.2525418452,2688,auto_confirmed,""
Progrès Sakiet Eddaïer,Tunisia. Ligue 1,9h6b0x2q2pon2kcm65pjz73ry,Progrès Sakiet Eddaïer,Tunisia,Ligue 1,exact_name,100,66.5665918671,2097,auto_confirmed,""
Rejiche,Tunisia. Ligue 1,"","","","",unmapped,,,,unmapped,""
Stade Tunisien,Tunisia. Ligue 1,404ybbsambuyx0gajvre3kzj6,Stade Tunisien,Tunisia,Ligue 1,exact_name,100,72.2687304941,1100,auto_confirmed,""
Tataouine,Tunisia. Ligue 1,e55woymqqkg5kb2jw6rd07k0g,Tataouine,Tunisia,Ligue 2,exact_name,100,60.6344627039,3741,auto_confirmed,""
Zarzis,Tunisia. Ligue 1,25ts9gzqoq19m95udz7hjz1d7,Zarzis,Tunisia,Ligue 1,exact_name,100,69.2129238948,1541,auto_confirmed,""
Adana Demirspor,Türkiye. 1. Lig,4iqb7tq3rn4k3ynintvhxhx1i,Adana Demirspor,Türkiye,2. Lig,exact_name,100,59.9952991039,3935,auto_confirmed,""
Adanaspor,Türkiye. 1. Lig,8yo7nlmjg9s52aw1wuwldpam0,Adanaspor,Türkiye,3. Lig,exact_name,100,47.5457248048,9110,auto_confirmed,""
Altay,Türkiye. 1. Lig,1be5kh0s1w7rnlgr52u4iwhcc,Altay,Türkiye,3. Lig,exact_name,100,49.5640814099,8111,auto_confirmed,""
Altınordu,Türkiye. 1. Lig,cf1c6a2b58bctn942clfczes7,Altınordu,Türkiye,"",exact_name,100,58.0736479348,4583,auto_confirmed,""
Amed SK,Türkiye. 1. Lig,2154uhyeun0lm781iiiijqhwo,Amed,Türkiye,Süper Lig,exact_name,100,78.5765514457,438,auto_confirmed,""
Ankara Keçiörengücü,Türkiye. 1. Lig,v61524b090j2y3qskkjgzveq,Ankara Keçiörengücü,Türkiye,1. Lig,exact_name,100,70.3907881705,1350,auto_confirmed,""
Ankaragücü,Türkiye. 1. Lig,a7jkz1m32wntcvegrwjbr85t5,Ankaragücü,Türkiye,2. Lig,exact_name,100,62.3854688628,3220,auto_confirmed,""
Antalyaspor,Türkiye. 1. Lig,9irsyv431fpuqhqtfq9iwxf2u,Antalyaspor,Türkiye,1. Lig,exact_name,100,68.7467261285,1637,auto_confirmed,""
BB Erzurumspor,Türkiye. 1. Lig,ea2gyhkv6vwmxbxevdb4u3796,Erzurumspor,Türkiye,Süper Lig,fuzzy_country,88,76.6527691679,599,needs_review,""
Bandırmaspor,Türkiye. 1. Lig,7tmn8pi1b2i8yidq54opmmd6x,Bandırmaspor,Türkiye,1. Lig,exact_name,100,68.6254354246,1662,auto_confirmed,""
Batman Petrolspor,Türkiye. 1. Lig,b0k7caqbwgb1srpwas38ii52l,Batman Petrolspor,Türkiye,1. Lig,exact_name,100,68.1160035011,1756,auto_confirmed,""
Beykoz Anadolu,Türkiye. 1. Lig,a1nzagwxnf4770digahna605r,Beykoz Anadolu,Türkiye,3. Lig,exact_name,100,52.5263766052,6603,auto_confirmed,""
Bodrumspor,Türkiye. 1. Lig,"","","","",unmapped,,,,unmapped,""
Boluspor,Türkiye. 1. Lig,5819kl54xjobqldu6vd1akssf,Boluspor,Türkiye,1. Lig,exact_name,100,63.4716148543,2925,auto_confirmed,""
Bursaspor,Türkiye. 1. Lig,86aq9jbei8h8p1ftxbmy8y2kk,Bursaspor,Türkiye,1. Lig,exact_name,100,69.7420133113,1459,auto_confirmed,""
Denizlispor,Türkiye. 1. Lig,atzw1r6gsxsegd0omo1f0yxkl,Denizlispor,Türkiye,Bölgesel Amatör Lig,exact_name,100,39.0261330974,12221,auto_confirmed,""
Esenler Erokspor,Türkiye. 1. Lig,iiep6s3jjwf609djj19751m2,Esenler Erokspor,Türkiye,1. Lig,exact_name,100,69.383206123,1516,auto_confirmed,""
Eyüpspor,Türkiye. 1. Lig,bmgtxgipsznlb1j20zwjti3xh,Eyüpspor,Türkiye,Süper Lig,exact_name,100,75.0282579402,766,auto_confirmed,""
Fatih Karagümrük,Türkiye. 1. Lig,c3txoz57mu7w9y1jprvnv2flr,Fatih Karagümrük,Türkiye,1. Lig,exact_name,100,70.3165328595,1360,auto_confirmed,""
Gençlerbirliği,Türkiye. 1. Lig,embqktr41hfzczc8uav1scmcn,Gençlerbirliği,Türkiye,Süper Lig,exact_name,100,76.6684844342,597,auto_confirmed,""
Giresunspor,Türkiye. 1. Lig,8mr4jglhwoc9fs6ws8mp96qqf,Giresunspor,Türkiye,"",exact_name,100,47.7200724591,9024,auto_confirmed,""
Göztepe,Türkiye. 1. Lig,cjbaf8s09qoa1n11r33gc560x,Göztepe,Türkiye,Süper Lig,exact_name,100,79.7598283709,354,auto_confirmed,""
Hatayspor,Türkiye. 1. Lig,efy1nhpn5l6hc27znhsptegba,Hatayspor,Türkiye,2. Lig,exact_name,100,60.3495788973,3823,auto_confirmed,""
Iğdır FK,Türkiye. 1. Lig,oixiuu0oh03xkgfdrnpnv1uc,Iğdır,Türkiye,1. Lig,exact_name,100,68.5093960529,1685,auto_confirmed,""
Kayserispor,Türkiye. 1. Lig,c8ns6z3u8kxldv1zh1evu10rv,Kayserispor,Türkiye,1. Lig,exact_name,100,72.7137696655,1047,auto_confirmed,""
Keçiörengücü,Türkiye. 1. Lig,v61524b090j2y3qskkjgzveq,Ankara Keçiörengücü,Türkiye,1. Lig,exact_name,100,70.3907881705,1350,auto_confirmed,""
Kocaelispor,Türkiye. 1. Lig,b703zecenioz21dnj3p63v3f7,Kocaelispor,Türkiye,Süper Lig,exact_name,100,77.8593819536,498,auto_confirmed,""
Manisa F.K.,Türkiye. 1. Lig,"","","","",unmapped,,,,unmapped,""
Mardin 1969,Türkiye. 1. Lig,557g9se5mnin5ot3ou3z8iv6y,Mardin 1969,Türkiye,1. Lig,exact_name,100,66.9213175514,2016,auto_confirmed,""
Muğlaspor,Türkiye. 1. Lig,6xbuv81bmc64noaw6kj3tooys,Muğlaspor,Türkiye,1. Lig,exact_name,100,66.4981255059,2113,auto_confirmed,""
Pendikspor,Türkiye. 1. Lig,9badgd05ykw5xo8tm6zci5aeu,Pendikspor,Türkiye,1. Lig,exact_name,100,68.2811537661,1731,auto_confirmed,""
Rizespor,Türkiye. 1. Lig,1lbrlj3uu8wi2h9j79snuoae4,Rizespor,Türkiye,Süper Lig,exact_name,100,79.0894256242,404,auto_confirmed,""
Sakaryaspor,Türkiye. 1. Lig,c6345v4ll46u9l6cx5otog57,Sakaryaspor,Türkiye,2. Lig,exact_name,100,64.3652923101,2650,auto_confirmed,""
Samsunspor,Türkiye. 1. Lig,dpsnqu7pd2b0shfzjyn5j1znf,Samsunspor,Türkiye,Süper Lig,exact_name,100,79.2125682313,391,auto_confirmed,""
Sarıyer,Türkiye. 1. Lig,e7a4btyw1v3wut29gm4t17md0,Sarıyer,Türkiye,1. Lig,exact_name,100,68.6015970744,1668,auto_confirmed,""
Serik Belediyespor,Türkiye. 1. Lig,bj7dwof7b4jx8qiup743pdy0a,Siverek Belediyespor,Türkiye,Bölgesel Amatör Lig,fuzzy_country,89.47,50.6678204285,7567,needs_review,""
Sivasspor,Türkiye. 1. Lig,f432akygffyamal3h6poig65t,Sivasspor,Türkiye,1. Lig,exact_name,100,67.2216364012,1943,auto_confirmed,""
Tuzlaspor,Türkiye. 1. Lig,"","","","",unmapped,,,,unmapped,""
Vanspor FK,Türkiye. 1. Lig,9736jslztwc016ke50bzld3n5,Vanspor,Türkiye,1. Lig,exact_name,100,64.7935279479,2512,auto_confirmed,""
Yeni Malatyaspor,Türkiye. 1. Lig,du1e3xdbp2q5z7jy31o0vt6t6,Yeni Malatyaspor,Türkiye,3. Lig,exact_name,100,51.5242177818,7105,auto_confirmed,""
Çorum FK,Türkiye. 1. Lig,eg0cqg1u8zz85ma9nzk0cijv,Çorum,Türkiye,Süper Lig,exact_name,100,77.4223386782,535,auto_confirmed,""
Ümranıyespor,Türkiye. 1. Lig,v0qx960sz1tq9mprlxrcnfl5,Ümraniyespor,Türkiye,1. Lig,fuzzy_country,91.67,65.5605236046,2335,needs_review,""
İstanbulspor,Türkiye. 1. Lig,4rjsyxn0rlbjggofvvpbmk8pc,İstanbulspor,Türkiye,1. Lig,exact_name,100,66.8100895094,2034,auto_confirmed,""
Şanlıurfaspor,Türkiye. 1. Lig,3rwvwjb3f0ctm1makglsdd8m0,Şanlıurfaspor,Türkiye,2. Lig,exact_name,100,62.7487622837,3119,auto_confirmed,""
Adana Demirspor,Türkiye. Süper Lig,4iqb7tq3rn4k3ynintvhxhx1i,Adana Demirspor,Türkiye,2. Lig,exact_name,100,59.9952991039,3935,auto_confirmed,""
Alanyaspor,Türkiye. Süper Lig,84fpe0iynjdghwysyo5tizdkk,Alanyaspor,Türkiye,Süper Lig,exact_name,100,78.9554613423,410,auto_confirmed,""
Amed SK,Türkiye. Süper Lig,2154uhyeun0lm781iiiijqhwo,Amed,Türkiye,Süper Lig,exact_name,100,78.5765514457,438,auto_confirmed,""
Ankaragücü,Türkiye. Süper Lig,a7jkz1m32wntcvegrwjbr85t5,Ankaragücü,Türkiye,2. Lig,exact_name,100,62.3854688628,3220,auto_confirmed,""
Antalyaspor,Türkiye. Süper Lig,9irsyv431fpuqhqtfq9iwxf2u,Antalyaspor,Türkiye,1. Lig,exact_name,100,68.7467261285,1637,auto_confirmed,""
Beşiktaş,Türkiye. Süper Lig,2ez9cvam9lp9jyhng3eh3znb4,Beşiktaş,Türkiye,Süper Lig,exact_name,100,85.3427886498,91,auto_confirmed,""
Bodrumspor,Türkiye. Süper Lig,"","","","",unmapped,,,,unmapped,""
Erzurumspor FK,Türkiye. Süper Lig,ea2gyhkv6vwmxbxevdb4u3796,Erzurumspor,Türkiye,Süper Lig,exact_name,100,76.6527691679,599,auto_confirmed,""
Eyüpspor,Türkiye. Süper Lig,bmgtxgipsznlb1j20zwjti3xh,Eyüpspor,Türkiye,Süper Lig,exact_name,100,75.0282579402,766,auto_confirmed,""
Fatih Karagümrük,Türkiye. Süper Lig,c3txoz57mu7w9y1jprvnv2flr,Fatih Karagümrük,Türkiye,1. Lig,exact_name,100,70.3165328595,1360,auto_confirmed,""
Fenerbahçe,Türkiye. Süper Lig,8lroq0cbhdxj8124qtxwrhvmm,Fenerbahçe,Türkiye,Süper Lig,exact_name,100,87.7362493062,54,auto_confirmed,""
Galatasaray,Türkiye. Süper Lig,esa748l653sss1wurz5ps3228,Galatasaray,Türkiye,Süper Lig,exact_name,100,86.7282931551,61,auto_confirmed,""
Gaziantep,Türkiye. Süper Lig,2agzb2h4ppg7lfz9hn7eg1rqo,Gaziantep,Türkiye,Süper Lig,exact_name,100,77.0428244,567,auto_confirmed,""
Gençlerbirliği,Türkiye. Süper Lig,embqktr41hfzczc8uav1scmcn,Gençlerbirliği,Türkiye,Süper Lig,exact_name,100,76.6684844342,597,auto_confirmed,""
Giresunspor,Türkiye. Süper Lig,8mr4jglhwoc9fs6ws8mp96qqf,Giresunspor,Türkiye,"",exact_name,100,47.7200724591,9024,auto_confirmed,""
Göztepe,Türkiye. Süper Lig,cjbaf8s09qoa1n11r33gc560x,Göztepe,Türkiye,Süper Lig,exact_name,100,79.7598283709,354,auto_confirmed,""
Hatayspor,Türkiye. Süper Lig,efy1nhpn5l6hc27znhsptegba,Hatayspor,Türkiye,2. Lig,exact_name,100,60.3495788973,3823,auto_confirmed,""
Kasımpaşa,Türkiye. Süper Lig,4idg23egrrvtrbgrg7p5x7bwf,Kasımpaşa,Türkiye,Süper Lig,exact_name,100,77.8764849704,495,auto_confirmed,""
Kayserispor,Türkiye. Süper Lig,c8ns6z3u8kxldv1zh1evu10rv,Kayserispor,Türkiye,1. Lig,exact_name,100,72.7137696655,1047,auto_confirmed,""
Kocaelispor,Türkiye. Süper Lig,b703zecenioz21dnj3p63v3f7,Kocaelispor,Türkiye,Süper Lig,exact_name,100,77.8593819536,498,auto_confirmed,""
Konyaspor,Türkiye. Süper Lig,cw4lbdzlqqdvbkdkz00c9ye49,Konyaspor,Türkiye,Süper Lig,exact_name,100,78.0537903035,480,auto_confirmed,""
Pendikspor,Türkiye. Süper Lig,9badgd05ykw5xo8tm6zci5aeu,Pendikspor,Türkiye,1. Lig,exact_name,100,68.2811537661,1731,auto_confirmed,""
Rizespor,Türkiye. Süper Lig,1lbrlj3uu8wi2h9j79snuoae4,Rizespor,Türkiye,Süper Lig,exact_name,100,79.0894256242,404,auto_confirmed,""
