competition_name,competition_country,team,tm_club_id,tm_club_name,method,score,tm_scraped_players,scrape_status
Spain. Segunda División,Spain,Huesca,5358,SD Huesca,dict,100,24,scraped
Spain. Segunda División,Spain,Las Palmas,472,UD Las Palmas,dict,100,28,scraped
Spain. Segunda División,Spain,Leganés,1244,CD Leganés,dict,100,23,scraped
Spain. Segunda División,Spain,Mirandés,13222,CD Mirandés,dict,100,24,scraped
Spain. Segunda División,Spain,Málaga,1084,Málaga CF,dict,100,28,scraped
Spain. Segunda División,Spain,Racing Santander,630,Racing,dict,100,24,scraped
Spain. Segunda División,Spain,Real Sociedad B,9899,Real Sociedad B,dict,100,24,scraped
Spain. Segunda División,Spain,Real Valladolid,366,Real Valladolid,dict,100,29,scraped
Spain. Segunda División,Spain,Real Zaragoza,142,Real Zaragoza,dict,100,23,scraped
Spain. Segunda División,Spain,Sporting Gijón,2448,Sporting Gijón,dict,100,23,scraped
Sweden. Allsvenskan,Sweden,AIK,272,AIK,dict,100,33,scraped
Sweden. Allsvenskan,Sweden,Brommapojkarna,1092,Brommapojkarna,dict,100,29,scraped
Sweden. Allsvenskan,Sweden,Degerfors,3641,Degerfors,dict,100,22,scraped
Sweden. Allsvenskan,Sweden,Djurgården,1044,Djurgården,dict,100,25,scraped
Sweden. Allsvenskan,Sweden,Elfsborg,1101,Elfsborg,dict,100,24,scraped
Sweden. Allsvenskan,Sweden,GAIS,7009,GAIS,dict,100,27,scraped
Sweden. Allsvenskan,Sweden,Halmstad,7915,Halmstad U19,dict,100,2,scraped
Sweden. Allsvenskan,Sweden,Hammarby,1059,Hammarby,dict,100,23,scraped
Sweden. Allsvenskan,Sweden,Häcken,1109,Häcken,dict,100,25,scraped
Sweden. Allsvenskan,Sweden,IFK Göteborg,801,IFK Göteborg,dict,100,28,scraped
Sweden. Allsvenskan,Sweden,IFK Norrköping,2844,Norrköping,dict,100,26,scraped
Sweden. Allsvenskan,Sweden,Malmö FF,496,Malmö,dict,100,31,scraped
Sweden. Allsvenskan,Sweden,Mjällby,2719,Mjällby AIF,dict,100,29,scraped
Sweden. Allsvenskan,Sweden,Sirius,7945,Sirius,dict,100,24,scraped
Sweden. Allsvenskan,Sweden,Värnamo,3622,Värnamo,dict,100,25,scraped
Sweden. Allsvenskan,Sweden,Öster,,,dict_unmatched,0,0,dict_unmatched
Sweden. Superettan,Sweden,Brage,3362,Brage,dict,100,26,scraped
Sweden. Superettan,Sweden,Falkenberg,5196,Falkenbergs FF,dict,100,24,scraped
Sweden. Superettan,Sweden,GIF Sundsvall,2843,GIF Sundsvall,dict,100,25,scraped
Sweden. Superettan,Sweden,Helsingborg,699,Helsingborgs IF,dict,100,26,scraped
Sweden. Superettan,Sweden,Kalmar,3654,Kalmar FF,dict,100,27,scraped
Sweden. Superettan,Sweden,Landskrona,2294,Landskrona,dict,100,23,scraped
Sweden. Superettan,Sweden,Oddevold,6018,IK Oddevold,dict,100,25,scraped
Sweden. Superettan,Sweden,Sandviken,8843,Sandvikens IF,dict,100,27,scraped
Sweden. Superettan,Sweden,Trelleborg,701,Trelleborg,dict,100,25,scraped
Sweden. Superettan,Sweden,Umeå,8885,Umeå FC,dict,100,27,scraped
Sweden. Superettan,Sweden,Utsikten,13653,Utsiktens BK,dict,100,24,scraped
Sweden. Superettan,Sweden,Varbergs,10507,Varbergs BoIS,dict,100,24,scraped
Sweden. Superettan,Sweden,Västerås SK,5202,Västerås SK,dict,100,27,scraped
Sweden. Superettan,Sweden,Örebro,1056,Örebro SK,dict,100,25,scraped
Sweden. Superettan,Sweden,Örgryte,1118,Örgryte,dict,100,27,scraped
Sweden. Superettan,Sweden,Östersunds FK,9614,Östersund,dict,100,23,scraped
Switzerland. Challenge League,Switzerland,Aarau,116,FC Aarau,dict,100,27,scraped
Switzerland. Challenge League,Switzerland,Bellinzona,2047,AC Bellinzona,dict,100,36,scraped
Switzerland. Challenge League,Switzerland,Neuchâtel Xamax,625,Neuchâtel Xamax,dict,100,29,scraped
Switzerland. Challenge League,Switzerland,Rapperswil-Jona,8463,Rapperswil-Jona,dict,100,29,scraped
Switzerland. Challenge League,Switzerland,Stade Lausanne-Ouchy,5499,StadeLO,dict,100,26,scraped
Switzerland. Challenge League,Switzerland,Stade Nyonnais,5507,Stade Nyonnais,dict,100,28,scraped
Switzerland. Challenge League,Switzerland,Vaduz,163,FC Vaduz,dict,100,27,scraped
Switzerland. Challenge League,Switzerland,Wil,850,FC Wil 1900,dict,100,27,scraped
Switzerland. Challenge League,Switzerland,Yverdon Sport,322,Yverdon Sport,dict,100,24,scraped
Switzerland. Challenge League,Switzerland,Étoile Carouge,1292,Etoile Carouge,dict,100,30,scraped
Switzerland. Super League,Switzerland,Basel,26,Basel,dict,100,26,scraped
Switzerland. Super League,Switzerland,Grasshopper,504,Grasshoppers,dict,100,33,scraped
Switzerland. Super League,Switzerland,Lausanne Sport,527,Lausanne-Sport,dict,100,27,scraped
Switzerland. Super League,Switzerland,Lugano,2790,FC Lugano,dict,100,31,scraped
Switzerland. Super League,Switzerland,Luzern,434,FC Luzern,dict,100,29,scraped
Switzerland. Super League,Switzerland,Servette,61,Servette FC,dict,100,30,scraped
Switzerland. Super League,Switzerland,Sion,321,FC Sion,dict,100,31,scraped
Switzerland. Super League,Switzerland,St. Gallen,257,FC St. Gallen,dict,100,30,scraped
Switzerland. Super League,Switzerland,Thun,938,FC Thun,dict,100,30,scraped
Switzerland. Super League,Switzerland,Winterthur,242,FC Winterthur,dict,100,28,scraped
Switzerland. Super League,Switzerland,Young Boys,452,Young Boys,dict,100,25,scraped
Switzerland. Super League,Switzerland,Zürich,260,FC Zürich,dict,100,29,scraped
Tunisia. Ligue 1,Tunisia,AS Soliman,52128,AS Soliman,dict,100,32,scraped
Tunisia. Ligue 1,Tunisia,Ben Guerdane,30507,US Ben Guerdane,dict,100,38,scraped
Tunisia. Ligue 1,Tunisia,CA Bizertin,12717,CA Bizertin,dict,100,34,scraped
Tunisia. Ligue 1,Tunisia,CS Sfaxien,581,CS Sfaxien,dict,100,36,scraped
Tunisia. Ligue 1,Tunisia,Club Africain,819,Club Africain,dict,100,33,scraped
Tunisia. Ligue 1,Tunisia,ES Tunis,3342,Espérance sportive de Tunis,dict,100,35,scraped
Tunisia. Ligue 1,Tunisia,Etoile du Sahel,,,dict_unmatched,0,0,dict_unmatched
Tunisia. Ligue 1,Tunisia,Gabès,22812,AS Gabès,dict,100,17,scraped
Tunisia. Ligue 1,Tunisia,Jeunesse Sportive Omrane,88478,JS Omrane,dict,100,38,scraped
Tunisia. Ligue 1,Tunisia,Kairouan,17534,JS Kairouan,dict,100,35,scraped
Tunisia. Ligue 1,Tunisia,Marsa,18792,AS Marsa,dict,100,45,scraped
Tunisia. Ligue 1,Tunisia,Monastir,9890,US Monastir,dict,100,38,scraped
Tunisia. Ligue 1,Tunisia,Métlaoui,39801,ES Metlaoui,dict,100,40,scraped
Tunisia. Ligue 1,Tunisia,Olympique Béja,8117,Olympique Beja,dict,100,41,scraped
Tunisia. Ligue 1,Tunisia,Stade Tunisien,4812,Stade Tunisien,dict,100,38,scraped
Tunisia. Ligue 1,Tunisia,Zarzis,2205,ES Zarzis,dict,100,43,scraped
Türkiye. 1. Lig,Türkiye,Adana Demirspor,3840,Adana Demirspor,dict,100,25,scraped
Türkiye. 1. Lig,Türkiye,Amed SK,12382,Amed SK,dict,100,27,scraped
Türkiye. 1. Lig,Türkiye,Ankara Keçiörengücü,12388,A. Keciörengücü,dict,100,29,scraped
Türkiye. 1. Lig,Türkiye,BB Erzurumspor,39722,Erzurumspor FK,dict,100,30,scraped
Türkiye. 1. Lig,Türkiye,Bandırmaspor,20760,Bandirmaspor,dict,100,34,scraped
Türkiye. 1. Lig,Türkiye,Bodrumspor,44006,Bodrum FK,dict,100,33,scraped
Türkiye. 1. Lig,Türkiye,Boluspor,3207,Boluspor,dict,100,32,scraped
Türkiye. 1. Lig,Türkiye,Esenler Erokspor,45269,E. Erokspor,dict,100,28,scraped
Türkiye. 1. Lig,Türkiye,Hatayspor,7775,Hatayspor,dict,100,20,scraped
Türkiye. 1. Lig,Türkiye,Iğdır FK,74664,Igdir FK,dict,100,30,scraped
Türkiye. 1. Lig,Türkiye,Manisa F.K.,48913,Manisa FK,dict,100,28,scraped
Türkiye. 1. Lig,Türkiye,Pendikspor,3209,Pendikspor,dict,100,33,scraped
Türkiye. 1. Lig,Türkiye,Sakaryaspor,2463,Sakaryaspor,dict,100,22,scraped
Türkiye. 1. Lig,Türkiye,Sarıyer,518,Sariyer,dict,100,29,scraped
Türkiye. 1. Lig,Türkiye,Serik Belediyespor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 1. Lig,Türkiye,Sivasspor,2381,Sivasspor,dict,100,32,scraped
Türkiye. 1. Lig,Türkiye,Vanspor FK,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 1. Lig,Türkiye,Çorum FK,37951,Corum FK,dict,100,30,scraped
Türkiye. 1. Lig,Türkiye,Ümranıyespor,24245,Ümraniyespor,dict,100,32,scraped
Türkiye. 1. Lig,Türkiye,İstanbulspor,924,Istanbulspor,dict,100,36,scraped
Türkiye. 2. Lig,Türkiye,Adana 01,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Altınordu,,,no_mapping,0,0,no_mapping
Türkiye. 2. Lig,Türkiye,Ankaraspor,2463,Sakaryaspor,dict,100,22,scraped
Türkiye. 2. Lig,Türkiye,Batman Petrolspor,,,no_mapping,0,0,no_mapping
Türkiye. 2. Lig,Türkiye,Beykoz Anadolu,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Beyoğlu Yeni Çarşı,,,no_mapping,0,0,no_mapping
Türkiye. 2. Lig,Türkiye,Bucaspor 1928,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Elazığspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Erbaaspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Erzincanspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Karacabey Birlikspor,,,no_mapping,0,0,no_mapping
Türkiye. 2. Lig,Türkiye,Kepezspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,Muğlaspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,İnegölspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. 2. Lig,Türkiye,İskenderunspor,,,dict_unmatched,0,0,dict_unmatched
Türkiye. Süper Lig,Türkiye,Alanyaspor,11282,Alanyaspor,dict,100,31,scraped
Türkiye. Süper Lig,Türkiye,Antalyaspor,589,Antalyaspor,dict,100,35,scraped
Türkiye. Süper Lig,Türkiye,Beşiktaş,114,Besiktas,dict,100,36,scraped
Türkiye. Süper Lig,Türkiye,Eyüpspor,7160,Eyüpspor,dict,100,29,scraped
Türkiye. Süper Lig,Türkiye,Fatih Karagümrük,6646,Karagümrük,dict,100,27,scraped
Türkiye. Süper Lig,Türkiye,Fenerbahçe,36,Fenerbahçe,dict,100,31,scraped
Türkiye. Süper Lig,Türkiye,Galatasaray,141,Galatasaray,dict,100,33,scraped
Türkiye. Süper Lig,Türkiye,Gaziantep,2832,Gaziantep FK,dict,100,31,scraped
Türkiye. Süper Lig,Türkiye,Gençlerbirliği,820,Genclerbirligi,dict,100,31,scraped
Türkiye. Süper Lig,Türkiye,Göztepe,1467,Göztepe,dict,100,25,scraped
Türkiye. Süper Lig,Türkiye,Kasımpaşa,10484,Kasimpasa,dict,100,32,scraped
Türkiye. Süper Lig,Türkiye,Kayserispor,3205,Kayserispor,dict,100,29,scraped
Türkiye. Süper Lig,Türkiye,Kocaelispor,120,Kocaelispor,dict,100,31,scraped
Türkiye. Süper Lig,Türkiye,Konyaspor,2293,Konyaspor,dict,100,27,scraped
Türkiye. Süper Lig,Türkiye,Rizespor,126,C. Rizespor,dict,100,29,scraped
Türkiye. Süper Lig,Türkiye,Samsunspor,152,Samsunspor,dict,100,34,scraped
Türkiye. Süper Lig,Türkiye,Trabzonspor,449,Trabzonspor,dict,100,30,scraped
Türkiye. Süper Lig,Türkiye,İstanbul Başakşehir,6890,Basaksehir,dict,100,30,scraped
Ukraine. Druha Liga,Ukraine,Atlet Kyiv,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Bukovyna Chernivtsi II,21903,Bukovyna,dict,100,25,scraped
Ukraine. Druha Liga,Ukraine,Chayka,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Chornomorets II,6992,Chornomorets,dict,100,29,scraped
Ukraine. Druha Liga,Ukraine,Dinaz Vyshhorod,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Hirnyk-Sport,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Kolos Kovalivka II,48332,Kolos Kovalivka,dict,100,27,scraped
Ukraine. Druha Liga,Ukraine,Kulykiv,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Lisne,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Livyi Bereh II,86209,Livyi Bereg,dict,100,28,scraped
Ukraine. Druha Liga,Ukraine,Lokomotiv Kyiv,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Nyva Ternopil II,2712,Nyva Ternopil,dict,100,30,scraped
Ukraine. Druha Liga,Ukraine,Nyva Vinnytsya,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Oleksandria II,120273,Oleksandriya-2,dict,100,26,scraped
Ukraine. Druha Liga,Ukraine,Penuel Kryvyi Rih,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Polissya II,53646,Polissya,dict,100,30,scraped
Ukraine. Druha Liga,Ukraine,Real Pharm,6992,Chornomorets,dict,100,29,scraped
Ukraine. Druha Liga,Ukraine,Rebel Kyiv,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Skala 1911 Stryi,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Trostianets,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Uzhhorod,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Druha Liga,Ukraine,Vilkhivtsi,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Persha Liga,Ukraine,Ahrobiznes Volochysk,36949,Dynamo Kyiv U19,dict,100,15,scraped
Ukraine. Persha Liga,Ukraine,Bukovyna,21903,Bukovyna,dict,100,25,scraped
Ukraine. Persha Liga,Ukraine,Chernihiv,81169,Chernigiv,dict,100,26,scraped
Ukraine. Persha Liga,Ukraine,Chornomorets,6992,Chornomorets,dict,100,29,scraped
Ukraine. Persha Liga,Ukraine,FSC Mariupol,65423,Feniks Mariupol,dict,100,23,scraped
Ukraine. Persha Liga,Ukraine,Inhulets,49364,Ingulets,dict,100,27,scraped
Ukraine. Persha Liga,Ukraine,Livyi Bereh,86209,Livyi Bereg,dict,100,28,scraped
Ukraine. Persha Liga,Ukraine,Metalist Kharkiv,83678,Metalist,dict,100,28,scraped
Ukraine. Persha Liga,Ukraine,Metalurh Zaporizhya,,,dict_unmatched,0,0,dict_unmatched
Ukraine. Persha Liga,Ukraine,Nyva Ternopil,2712,Nyva Ternopil,dict,100,30,scraped
Ukraine. Persha Liga,Ukraine,Podillya Khmelnytskyi,30697,Podillya,dict,100,26,scraped
Ukraine. Persha Liga,Ukraine,Probiy Horodenka,111182,Probiy,dict,100,28,scraped
Ukraine. Persha Liga,Ukraine,Prykarpattia,53645,Prykarpattya,dict,100,26,scraped
Ukraine. Persha Liga,Ukraine,UCSA,110586,UCSA,dict,100,30,scraped
Ukraine. Persha Liga,Ukraine,Viktoriya Sumy,67939,Viktoriya,dict,100,23,scraped
Ukraine. Persha Liga,Ukraine,Vorskla,2740,Vorskla Poltava,dict,100,2,scraped
Ukraine. VBET League,Ukraine,Dynamo Kyiv,338,Dynamo Kyiv,dict,100,36,scraped
Ukraine. VBET League,Ukraine,Epitsentr Dunayivtsi,,,dict_unmatched,0,0,dict_unmatched
Ukraine. VBET League,Ukraine,Epitsentr Kamyanets-Podilskyi,,,dict_unmatched,0,0,dict_unmatched
Ukraine. VBET League,Ukraine,Karpaty,120394,Karpaty U19,dict,100,11,scraped
Ukraine. VBET League,Ukraine,Kolos Kovalivka,48332,Kolos Kovalivka,dict,100,27,scraped
Ukraine. VBET League,Ukraine,Kryvbas KR,3592,Kryvbas,dict,100,21,scraped
Ukraine. VBET League,Ukraine,Kudrivka,87883,FC Kudrivka,dict,100,29,scraped
Ukraine. VBET League,Ukraine,LNZ Cherkasy,63007,LNZ Cherkasy,dict,100,25,scraped
Ukraine. VBET League,Ukraine,Metalist 1925 Kharkiv,83678,Metalist,dict,100,28,scraped
Ukraine. VBET League,Ukraine,Obolon,39097,Obolon,dict,100,28,scraped
Ukraine. VBET League,Ukraine,Oleksandria,120273,Oleksandriya-2,dict,100,26,scraped
Ukraine. VBET League,Ukraine,Polissya,53646,Polissya,dict,100,30,scraped
Ukraine. VBET League,Ukraine,Rukh Lviv,48726,Rukh Lviv,dict,100,37,scraped
Ukraine. VBET League,Ukraine,SK Poltava,81401,SC Poltava,dict,100,23,scraped
Ukraine. VBET League,Ukraine,Shakhtar Donetsk,660,Shakhtar D.,dict,100,34,scraped
Ukraine. VBET League,Ukraine,Veres,26459,Veres Rivne,dict,100,23,scraped
Ukraine. VBET League,Ukraine,Zorya,10690,Zorya Lugansk,dict,100,28,scraped
United States. MLS,United States,Atlanta United,51663,Atlanta,dict,100,25,scraped
United States. MLS,United States,Austin FC,72309,Austin,dict,100,23,scraped
United States. MLS,United States,CF Montréal,4078,Montréal,dict,100,30,scraped
United States. MLS,United States,Charlotte FC,78435,Charlotte,dict,100,29,scraped
United States. MLS,United States,Chicago Fire,432,Chicago,dict,100,28,scraped
United States. MLS,United States,Cincinnati,51772,Cincinnati,dict,100,29,scraped
United States. MLS,United States,Colorado Rapids,1247,Colorado,dict,100,28,scraped
United States. MLS,United States,Columbus Crew,813,Columbus,dict,100,31,scraped
United States. MLS,United States,DC United,45500,DN United,dict,100,28,scraped
United States. MLS,United States,Dallas,8816,Dallas,dict,100,36,scraped
United States. MLS,United States,Houston Dynamo,9168,Houston,dict,100,24,scraped
United States. MLS,United States,Inter Miami,46,Inter,dict,100,24,scraped
United States. MLS,United States,Los Angeles FC,51828,LAFC,dict,100,28,scraped
United States. MLS,United States,Los Angeles Galaxy,1061,LA Galaxy,dict,100,27,scraped
United States. MLS,United States,Minnesota United,56089,Minnesota,dict,100,29,scraped
United States. MLS,United States,Nashville SC,63966,Nashville,dict,100,28,scraped
United States. MLS,United States,New England,626,New England,dict,100,30,scraped
United States. MLS,United States,New York City,40058,New York City,dict,100,35,scraped
United States. MLS,United States,New York RB,623,New York,dict,100,29,scraped
United States. MLS,United States,Orlando City,45604,Orlando,dict,100,28,scraped
United States. MLS,United States,Philadelphia Union,25467,Philadelphia,dict,100,27,scraped
United States. MLS,United States,Portland Timbers,4291,Portland,dict,100,27,scraped
United States. MLS,United States,Real Salt Lake,6643,Salt Lake,dict,100,39,scraped
United States. MLS,United States,SJ Earthquakes,218,SJ Earthquakes,dict,100,32,scraped
United States. MLS,United States,San Diego,114977,San Diego,dict,100,31,scraped
United States. MLS,United States,Seattle Sounders,9636,Seattle,dict,100,27,scraped
United States. MLS,United States,Sporting KC,54649,Sporting FC,dict,100,27,scraped
United States. MLS,United States,St. Louis City,82686,St. Louis CITY,dict,100,31,scraped
United States. MLS,United States,Toronto,11141,Toronto,dict,100,31,scraped
United States. MLS,United States,Vancouver Whitecaps,6321,Vancouver,dict,100,30,scraped
Uruguay. Primera División,Uruguay,Boston River,18074,Boston River,dict,100,29,scraped
Uruguay. Primera División,Uruguay,Cerro,20189,Cerro Largo,dict,100,32,scraped
Uruguay. Primera División,Uruguay,Cerro Largo,20189,Cerro Largo,dict,100,32,scraped
Uruguay. Primera División,Uruguay,Danubio,1306,Danubio FC,dict,100,29,scraped
Uruguay. Primera División,Uruguay,Defensor Sporting,336,Sporting,dict,100,29,scraped
Uruguay. Primera División,Uruguay,Juventud,17428,Juventud,dict,100,30,scraped
Uruguay. Primera División,Uruguay,Liverpool,31,Liverpool,dict,100,27,scraped
Uruguay. Primera División,Uruguay,Miramar Misiones,7477,Miramar,dict,100,30,scraped
Uruguay. Primera División,Uruguay,Nacional,7098,Nacional,dict,100,29,scraped
Uruguay. Primera División,Uruguay,Peñarol,861,Peñarol,dict,100,32,scraped
Uruguay. Primera División,Uruguay,Plaza Colonia,6044,Plaza Colonia,dict,100,30,scraped
Uruguay. Primera División,Uruguay,Progreso,17595,Progreso,dict,100,30,scraped
Uruguay. Primera División,Uruguay,Racing,630,Racing,dict,100,24,scraped
Uruguay. Primera División,Uruguay,River Plate,2419,River Plate,dict,100,29,scraped
Uruguay. Primera División,Uruguay,Torque,96355,Torque B,dict,100,9,scraped
Uruguay. Primera División,Uruguay,Wanderers,2723,Wanderers,dict,100,26,scraped
Uzbekistan. Super League,Uzbekistan,AGMK,,,dict_unmatched,0,0,dict_unmatched
Uzbekistan. Super League,Uzbekistan,Andijan,,,dict_unmatched,0,0,dict_unmatched
Uzbekistan. Super League,Uzbekistan,Bunyodkor,19401,Bunyodkor,dict,100,24,scraped
Uzbekistan. Super League,Uzbekistan,Buxoro,20151,FC Buxoro,dict,100,25,scraped
Uzbekistan. Super League,Uzbekistan,Dinamo Samarqand,15300,Dinamo,dict,100,29,scraped
Uzbekistan. Super League,Uzbekistan,Kokand-1912,53299,Kokand 1912,dict,100,23,scraped
Uzbekistan. Super League,Uzbekistan,Mash'al,13649,Mash'al,dict,100,31,scraped
Uzbekistan. Super League,Uzbekistan,Nasaf,20591,Nasaf Qarshi,dict,100,24,scraped
Uzbekistan. Super League,Uzbekistan,Navbahor,15310,Navbahor,dict,100,23,scraped
Uzbekistan. Super League,Uzbekistan,Neftchi,13306,Neftchi,dict,100,25,scraped
Uzbekistan. Super League,Uzbekistan,Pakhtakor,3718,Pakhtakor,dict,100,21,scraped
Uzbekistan. Super League,Uzbekistan,Qizilqum,20115,Qizilqum,dict,100,28,scraped
Uzbekistan. Super League,Uzbekistan,Shortan,,,dict_unmatched,0,0,dict_unmatched
Uzbekistan. Super League,Uzbekistan,Sogdiana,35157,Sogdiana,dict,100,26,scraped
Uzbekistan. Super League,Uzbekistan,Surkhon,65036,Surkhon,dict,100,28,scraped
Uzbekistan. Super League,Uzbekistan,Xorazm,38976,Xorazm FС,dict,100,27,scraped
Venezuela. Primera División,Venezuela,Academia Puerto Cabello,45193,Puerto Cabello,dict,100,28,scraped
Venezuela. Primera División,Venezuela,Anzoátegui FC,97642,Anzoátegui,dict,100,27,scraped
Venezuela. Primera División,Venezuela,Carabobo,14682,Carabobo FC,dict,100,30,scraped
Venezuela. Primera División,Venezuela,Caracas,531,Caracas FC,dict,100,25,scraped
Venezuela. Primera División,Venezuela,Deportivo La Guaira,26468,Dep. La Guaira,dict,100,27,scraped
Venezuela. Primera División,Venezuela,Deportivo Táchira,13297,Táchira,dict,100,30,scraped
Venezuela. Primera División,Venezuela,Estudiantes de Mérida,14555,Estudiantes,dict,100,25,scraped
Venezuela. Primera División,Venezuela,Metropolitanos,42918,Metropolitanos,dict,100,31,scraped
Venezuela. Primera División,Venezuela,Monagas,14596,Monagas SC,dict,100,30,scraped
Venezuela. Primera División,Venezuela,Portuguesa,22918,Portuguesa FC,dict,100,28,scraped
Venezuela. Primera División,Venezuela,Rayo Zuliano,93338,Rayo Zuliano,dict,100,38,scraped
Venezuela. Primera División,Venezuela,UCV,43146,UCV FC,dict,100,28,scraped
Venezuela. Primera División,Venezuela,Yaracuyanos,24982,Yaracuyanos,dict,100,31,scraped
Venezuela. Primera División,Venezuela,Zamora,18018,Zamora FC,dict,100,30,scraped
Wales. Premier League,Wales,Bala Town,27843,Bala,dict,100,21,scraped
Wales. Premier League,Wales,Barry Town United,1115,Barry Town,dict,100,20,scraped
Wales. Premier League,Wales,Briton Ferry,29221,Briton Ferry,dict,100,24,scraped
Wales. Premier League,Wales,Caernarfon Town,22461,Caernarfon,dict,100,20,scraped
Wales. Premier League,Wales,Cardiff MU,53152,Cardiff Met,dict,100,24,scraped
Wales. Premier League,Wales,Colwyn Bay,22546,Colwyn Bay,dict,100,22,scraped
Wales. Premier League,Wales,Connah's Quay,22499,Connah's Quay,dict,100,20,scraped
Wales. Premier League,Wales,Flint Town United,31188,Flint Town,dict,100,19,scraped
Wales. Premier League,Wales,Haverfordwest County,25232,Haverfordwest,dict,100,31,scraped
Wales. Premier League,Wales,Llanelli Town,11915,Llanelli AFC,dict,100,22,scraped
Wales. Premier League,Wales,Penybont,62026,Penybont,dict,100,25,scraped
Wales. Premier League,Wales,The New Saints,10734,The New Saints,dict,100,26,scraped
